datestamp,type,type - dcmi recommendation,format,format - mediatype,format - subtype,subject,title,date,identifier,source,rights,record - header - setSpec,record id
2018-09-14T16:39:03Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Immigration regulations:  What do You Think?,1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CA_1979_BavingtonEtAl_CulturesInCanada_81,"-: Immigration regulations: ""What do You Think?"", Toronto: - 1979 [1976].",Open Access,WorldViews,CA_1979_BavingtonEtAl_CulturesInCanada_81_eng
,Text,,application/pdf,application,pdf,,,1976-01-01T00:00:00Z,,,,,
2018-09-23T15:06:37Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Sports or Church?,1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CA_1979_BavingtonEtAl_CulturesInCanada_9_10,"-: Sports or Church?, Toronto: - 1979 [1976].",Open Access,WorldViews,CA_1979_BavingtonEtAl_CulturesInCanada_9_10_ger
,Text,,application/pdf,application,pdf,,,1976-01-01T00:00:00Z,,,,,
2018-09-23T15:06:37Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Sports or Church?,1979-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CA_1979_BavingtonEtAl_CulturesInCanada_9_10,"-: Sports or Church?, Toronto: - 1979 [1976].",Open Access,WorldViews,CA_1979_BavingtonEtAl_CulturesInCanada_9_10_eng
,Text,,application/pdf,application,pdf,,,1976-01-01T00:00:00Z,,,,,
2018-08-20T08:56:47Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Malaya in Southeast Asia,1969-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=MY_1969_JinBee_LandPeopleAndEconomyInMalaya_376_378,"-: Malaya in Southeast Asia, London: - 1969 [1963].",Open Access,WorldViews,MY_1969_JinBee_LandPeopleAndEconomyInMalaya_376_378_ger
,Text,,application/pdf,application,pdf,EurViews,,1963-01-01T00:00:00Z,,,,EurViews,
2018-08-20T08:56:47Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Malaya in Southeast Asia,1969-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=MY_1969_JinBee_LandPeopleAndEconomyInMalaya_376_378,"-: Malaya in Southeast Asia, London: - 1969 [1963].",Open Access,WorldViews,MY_1969_JinBee_LandPeopleAndEconomyInMalaya_376_378_eng
,Text,,application/pdf,application,pdf,EurViews,,1963-01-01T00:00:00Z,,,,EurViews,
2018-08-20T08:55:29Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Poverty in Malaya,1969-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=MY_1969_JinBee_LandPeopleAndEconomyInMalaya_379_381,"-: Poverty in Malaya, London: - 1969 [1963].",Open Access,WorldViews,MY_1969_JinBee_LandPeopleAndEconomyInMalaya_379_381_ger
,Text,,application/pdf,application,pdf,EurViews,,1963-01-01T00:00:00Z,,,,EurViews,
2018-08-20T08:55:29Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Poverty in Malaya,1969-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=MY_1969_JinBee_LandPeopleAndEconomyInMalaya_379_381,"-: Poverty in Malaya, London: - 1969 [1963].",Open Access,WorldViews,MY_1969_JinBee_LandPeopleAndEconomyInMalaya_379_381_eng
,Text,,application/pdf,application,pdf,EurViews,,1963-01-01T00:00:00Z,,,,EurViews,
2018-08-14T12:51:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Wissenschaftliche Erfindungen und die Modernisierung Malayas,1966-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=SG_1966_Nazareth_TheStoryOfMalayaAndHerNeighbours_110_111,"-: ""Wissenschaftliche Erfindungen und die Modernisierung Malayas"", Singapur: - 1966 [1961].",Open Access,WorldViews,SG_1966_Nazareth_TheStoryOfMalayaAndHerNeighbours_110_111_ger
,Text,,application/pdf,application,pdf,,,1961-01-01T00:00:00Z,,,,,
2018-08-14T12:51:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Wissenschaftliche Erfindungen und die Modernisierung Malayas,1966-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=SG_1966_Nazareth_TheStoryOfMalayaAndHerNeighbours_110_111,"-: ""Wissenschaftliche Erfindungen und die Modernisierung Malayas"", Singapur: - 1966 [1961].",Open Access,WorldViews,SG_1966_Nazareth_TheStoryOfMalayaAndHerNeighbours_110_111_eng
,Text,,application/pdf,application,pdf,,,1961-01-01T00:00:00Z,,,,,
2018-09-14T15:22:10Z,Source,Text,image/jpeg,image,jpeg,WorldViews,German Empire,1903-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=BR_1903_Frankenberg_CompendioDeGeographiaElementar_95-96,"-: ""German Empire"", Porto Alegre: - 1903.",Open Access,WorldViews,BR_1903_Frankenberg_CompendioDeGeographiaElementar_95-96_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T15:22:10Z,Source,Text,image/jpeg,image,jpeg,WorldViews,German Empire,1903-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=BR_1903_Frankenberg_CompendioDeGeographiaElementar_95-96,"-: ""German Empire"", Porto Alegre: - 1903.",Open Access,WorldViews,BR_1903_Frankenberg_CompendioDeGeographiaElementar_95-96_por
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T15:22:10Z,Source,Text,image/jpeg,image,jpeg,WorldViews,German Empire,1903-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=BR_1903_Frankenberg_CompendioDeGeographiaElementar_95-96,"-: ""German Empire"", Porto Alegre: - 1903.",Open Access,WorldViews,BR_1903_Frankenberg_CompendioDeGeographiaElementar_95-96_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T11:41:36Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Europäer erreichen das Kap,1995-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=ZA_1995_ClacheryLudlowEtal_LookingIntoThePast_62_65,"-: ""Die Europäer erreichen das Kap"", Kapstadt: - 1995.",Open Access,WorldViews,ZA_1995_ClacheryLudlowEtal_LookingIntoThePast_62_65_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T11:41:36Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Europäer erreichen das Kap,1995-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=ZA_1995_ClacheryLudlowEtal_LookingIntoThePast_62_65,"-: ""Die Europäer erreichen das Kap"", Kapstadt: - 1995.",Open Access,WorldViews,ZA_1995_ClacheryLudlowEtal_LookingIntoThePast_62_65_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:35:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Ankunft der Europäer in Kamerun,2017-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1989_FomenkyGwanfogbe_HistoireDuCamerounElementaire_69_70,"-: ""Die Ankunft der Europäer in Kamerun"", Yaoundé: - 2017.",Open Access,WorldViews,CM_1989_FomenkyGwanfogbe_HistoireDuCamerounElementaire_69_70_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:35:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Ankunft der Europäer in Kamerun,2017-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1989_FomenkyGwanfogbe_HistoireDuCamerounElementaire_69_70,"-: ""Die Ankunft der Europäer in Kamerun"", Yaoundé: - 2017.",Open Access,WorldViews,CM_1989_FomenkyGwanfogbe_HistoireDuCamerounElementaire_69_70_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:35:11Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Ankunft der Europäer in Kamerun,2017-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=CM_1989_FomenkyGwanfogbe_HistoireDuCamerounElementaire_69_70,"-: ""Die Ankunft der Europäer in Kamerun"", Yaoundé: - 2017.",Open Access,WorldViews,CM_1989_FomenkyGwanfogbe_HistoireDuCamerounElementaire_69_70_fre
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:53Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Tense political atmosphere at the end of the 19th century,1902-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1902_Bloch_Laerebog_120_121,"-: Tense political atmosphere at the end of the 19th century, Copenhagen: - 1902.",Open Access,WorldViews,DK_1902_Bloch_Laerebog_120_121_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:53Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Tense political atmosphere at the end of the 19th century,1902-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1902_Bloch_Laerebog_120_121,"-: Tense political atmosphere at the end of the 19th century, Copenhagen: - 1902.",Open Access,WorldViews,DK_1902_Bloch_Laerebog_120_121_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:53Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Tense political atmosphere at the end of the 19th century,1902-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1902_Bloch_Laerebog_120_121,"-: Tense political atmosphere at the end of the 19th century, Copenhagen: - 1902.",Open Access,WorldViews,DK_1902_Bloch_Laerebog_120_121_dan
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:31:03Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Arbeits- und Armutsmigration in der EU,2003-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2005_Erber_GeschichteUndGeschehenMultimedial_1,"-: Arbeits- und Armutsmigration in der EU, Leipzig: - 2003.",Open Access,WorldViews,DE_2005_Erber_GeschichteUndGeschehenMultimedial_1_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:31:03Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Arbeits- und Armutsmigration in der EU,2003-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2005_Erber_GeschichteUndGeschehenMultimedial_1,"-: Arbeits- und Armutsmigration in der EU, Leipzig: - 2003.",Open Access,WorldViews,DE_2005_Erber_GeschichteUndGeschehenMultimedial_1_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:20Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Ergebnisse der Kreuzzüge,1908-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1908_Neubauer_DeutscheGeschichteWestfaelFrieden_91,"-: ""Die Ergebnisse der Kreuzzüge"", Halle: - 1908.",Open Access,WorldViews,DE_1908_Neubauer_DeutscheGeschichteWestfaelFrieden_91_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:20Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die Ergebnisse der Kreuzzüge,1908-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1908_Neubauer_DeutscheGeschichteWestfaelFrieden_91,"-: ""Die Ergebnisse der Kreuzzüge"", Halle: - 1908.",Open Access,WorldViews,DE_1908_Neubauer_DeutscheGeschichteWestfaelFrieden_91_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T09:50:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Das  Zeitalter Ludwigs XIV.  und die französische Vormacht in Europa,1902-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1902_Griebel_LehrbuchGeschichte_32,"-: Das ""Zeitalter Ludwigs XIV."" und die französische Vormacht in Europa, Erlangen: - 1902.",Open Access,WorldViews,DE_1902_Griebel_LehrbuchGeschichte_32_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-14T09:50:09Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Das  Zeitalter Ludwigs XIV.  und die französische Vormacht in Europa,1902-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1902_Griebel_LehrbuchGeschichte_32,"-: Das ""Zeitalter Ludwigs XIV."" und die französische Vormacht in Europa, Erlangen: - 1902.",Open Access,WorldViews,DE_1902_Griebel_LehrbuchGeschichte_32_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:55Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Europäische Expansion in der Frühen Neuzeit,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_EuropExpansionFrueheNeuzeit,"-: Europäische Expansion in der Frühen Neuzeit, -: - 2018.",Open Access,WorldViews,K_2017_Herfordt_EuropExpansionFrueheNeuzeit_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:55Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Europäische Expansion in der Frühen Neuzeit,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Herfordt_EuropExpansionFrueheNeuzeit,"-: Europäische Expansion in der Frühen Neuzeit, -: - 2018.",Open Access,WorldViews,K_2017_Herfordt_EuropExpansionFrueheNeuzeit_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:05Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Die Entstehung des europäischen Ritterstandes aus den Kreuzzügen,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_EntstehungDesEuropaeischenRitterstandes,"-: Die Entstehung des europäischen Ritterstandes aus den Kreuzzügen, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_EntstehungDesEuropaeischenRitterstandes_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:05Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Die Entstehung des europäischen Ritterstandes aus den Kreuzzügen,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_EntstehungDesEuropaeischenRitterstandes,"-: Die Entstehung des europäischen Ritterstandes aus den Kreuzzügen, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_EntstehungDesEuropaeischenRitterstandes_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:31:34Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Der Einfluss der geographischen Lage auf die Geschichte Rumäniens,1990-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=RO_1990_Panaitescu_IstoriaRomanilor_5_6,"-: ""Der Einfluss der geographischen Lage auf die Geschichte Rumäniens"", Bukarest: - 1990 [Reprint der Aufl. von 1942].",Open Access,WorldViews,RO_1990_Panaitescu_IstoriaRomanilor_5_6_ger
,Text,,application/pdf,application,pdf,EurViews,,1942-01-01T00:00:00Z,,,,EurViews,
2018-07-17T07:31:34Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Der Einfluss der geographischen Lage auf die Geschichte Rumäniens,1990-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=RO_1990_Panaitescu_IstoriaRomanilor_5_6,"-: ""Der Einfluss der geographischen Lage auf die Geschichte Rumäniens"", Bukarest: - 1990 [Reprint der Aufl. von 1942].",Open Access,WorldViews,RO_1990_Panaitescu_IstoriaRomanilor_5_6_eng
,Text,,application/pdf,application,pdf,EurViews,,1942-01-01T00:00:00Z,,,,EurViews,
2018-09-14T14:22:24Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die germanischen Reiche nach der Völkerwanderung,1913-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_30_31,"-: ""Die germanischen Reiche nach der Völkerwanderung"", Munich: - 1913.",Open Access,WorldViews,DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_30_31_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-14T14:22:24Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Die germanischen Reiche nach der Völkerwanderung,1913-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_30_31,"-: ""Die germanischen Reiche nach der Völkerwanderung"", Munich: - 1913.",Open Access,WorldViews,DE_1913_Winter_LehrbuchDeutschBayrischGeschichte_30_31_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:27:27Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Soll die Türkei in die EU?,2016-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2016_RiedelEtAl_PolitikUndCo_282_283,"-: ""Soll die Türkei in die EU?"", Bamberg: - 2016.",Open Access,WorldViews,DE_2016_RiedelEtAl_PolitikUndCo_282_283_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:27:27Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Soll die Türkei in die EU?,2016-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2016_RiedelEtAl_PolitikUndCo_282_283,"-: ""Soll die Türkei in die EU?"", Bamberg: - 2016.",Open Access,WorldViews,DE_2016_RiedelEtAl_PolitikUndCo_282_283_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Arbeits- und Armutsmigration in der EU,2016-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2016_RiedelEtAl_PolitikUndCo_282,"-: ""Arbeits- und Armutsmigration in der EU"", Bamberg: - 2016.",Open Access,WorldViews,DE_2016_RiedelEtAl_PolitikUndCo_282_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:23:49Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Arbeits- und Armutsmigration in der EU,2016-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_2016_RiedelEtAl_PolitikUndCo_282,"-: ""Arbeits- und Armutsmigration in der EU"", Bamberg: - 2016.",Open Access,WorldViews,DE_2016_RiedelEtAl_PolitikUndCo_282_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:25:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Fortschrittsglaube,1941-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1941_KumstellerHaackeEtal_GeschichtsbuchDeutscheJugend_240_242,"-: ""Fortschrittsglaube"", Leipzig: - 1941.",Open Access,WorldViews,DE_1941_KumstellerHaackeEtal_GeschichtsbuchDeutscheJugend_240_242_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:25:18Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Fortschrittsglaube,1941-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1941_KumstellerHaackeEtal_GeschichtsbuchDeutscheJugend_240_242,"-: ""Fortschrittsglaube"", Leipzig: - 1941.",Open Access,WorldViews,DE_1941_KumstellerHaackeEtal_GeschichtsbuchDeutscheJugend_240_242_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:20:52Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Nationale Identität und Europäische Identität,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Grindel_NatIdentEuropIdent,"-: Nationale Identität und Europäische Identität, -: - 2018.",Open Access,WorldViews,K_2017_Grindel_NatIdentEuropIdent_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:20:52Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Nationale Identität und Europäische Identität,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2017_Grindel_NatIdentEuropIdent,"-: Nationale Identität und Europäische Identität, -: - 2018.",Open Access,WorldViews,K_2017_Grindel_NatIdentEuropIdent_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:02Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,History of Education in Germany,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Grindel_Deutschland,"-: History of Education in Germany, -: - 2018.",Open Access,WorldViews,B_2018_Grindel_Deutschland_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:02Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,History of Education in Germany,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Grindel_Deutschland,"-: History of Education in Germany, -: - 2018.",Open Access,WorldViews,B_2018_Grindel_Deutschland_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:52Z,Comment,Text,image/jpeg,image,jpeg,WorldViews,Aufklärung und „neue Weltanschauung“,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=K_2018_Herfordt_AufklaerungUndNeueWeltanschauung,"-: Aufklärung und „neue Weltanschauung“, -: - 2018.",Open Access,WorldViews,K_2018_Herfordt_AufklaerungUndNeueWeltanschauung_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-07-17T07:29:03Z,Source,Text,image/jpeg,image,jpeg,WorldViews,Arten des Patriotismus,1900-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DE_1900_Lorenz_DerModerneGeschichtsunterricht_188_191,"-: Arten des Patriotismus, München: - 1900.",Open Access,WorldViews,DE_1900_Lorenz_DerModerneGeschichtsunterricht_188_191_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-08-07T08:28:23Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The Huns and Christian Europe,1904-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1904_Bloch_LaerebogOltidens_78_79,"-: The Huns and Christian Europe, Copenhagen: - 1904 (1882).",Open Access,WorldViews,DK_1904_Bloch_LaerebogOltidens_78_79_ger
,Text,,application/pdf,application,pdf,EurViews,,1882-01-01T00:00:00Z,,,,EurViews,
2018-08-07T08:28:23Z,Source,Text,image/jpeg,image,jpeg,WorldViews,The Huns and Christian Europe,1904-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=DK_1904_Bloch_LaerebogOltidens_78_79,"-: The Huns and Christian Europe, Copenhagen: - 1904 (1882).",Open Access,WorldViews,DK_1904_Bloch_LaerebogOltidens_78_79_dan
,Text,,application/pdf,application,pdf,EurViews,,1882-01-01T00:00:00Z,,,,EurViews,
2018-09-04T11:21:47Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,History of Education in France,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Sammler_Frankreich,"-: History of Education in France, -: - 2018.",Open Access,WorldViews,B_2018_Sammler_Frankreich_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:47Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,History of Education in France,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Sammler_Frankreich,"-: History of Education in France, -: - 2018.",Open Access,WorldViews,B_2018_Sammler_Frankreich_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:40Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,History of Education in Sweden,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Astroem_Elmersjoe_Schweden,"-: History of Education in Sweden, -: - 2018.",Open Access,WorldViews,B_2018_Astroem_Elmersjoe_Schweden_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:50Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Dänemark,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Daenemark,"-: Das System der Schulbuchproduktion in Dänemark, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Daenemark_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:50Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Dänemark,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Daenemark,"-: Das System der Schulbuchproduktion in Dänemark, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Daenemark_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:36Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Greece,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Griechenland,"-: The System of Textbook Production in Greece, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Griechenland_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:36Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Greece,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Griechenland,"-: The System of Textbook Production in Greece, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Griechenland_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:08Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Großbritannien,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Grossbritannien,"-: Das System der Schulbuchproduktion in Großbritannien, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Grossbritannien_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:08Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Großbritannien,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Grossbritannien,"-: Das System der Schulbuchproduktion in Großbritannien, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Grossbritannien_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:27Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Ireland,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Irland,"-: The System of Textbook Production in Ireland, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Irland_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:27Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,The System of Textbook Production in Ireland,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Irland,"-: The System of Textbook Production in Ireland, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Irland_eng
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
2018-09-04T11:21:24Z,Formationhistory,Text,image/jpeg,image,jpeg,WorldViews,Das System der Schulbuchproduktion in Italien,2018-01-01T00:00:00Z,http://worldviews.gei.de/piresolver?id=B_2018_Edudata_Italien,"-: Das System der Schulbuchproduktion in Italien, -: - 2018.",Open Access,WorldViews,B_2018_Edudata_Italien_ger
,Text,,application/pdf,application,pdf,EurViews,,,,,,EurViews,
