record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:language,record - header - identifier
,http://hdl.handle.net/10932/00-0372-568E-98A9-6601-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04216.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04216.cmdi
,http://hdl.handle.net/10932/00-0372-568E-B649-6701-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04217.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04217.cmdi
,http://hdl.handle.net/10932/00-0372-568E-D199-6801-2,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04218.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04218.cmdi
,http://hdl.handle.net/10932/00-0372-568F-1F19-6901-1,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04219.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04219.cmdi
,http://hdl.handle.net/10932/00-0372-568F-4AC9-6A01-5,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04220.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04220.cmdi
,http://hdl.handle.net/10932/00-0372-568F-7B09-6B01-E,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04221.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04221.cmdi
,http://hdl.handle.net/10932/00-0372-568F-AC79-6C01-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04222.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04222.cmdi
,http://hdl.handle.net/10932/00-0372-568F-E1B9-6D01-F,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04223.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04223.cmdi
,http://hdl.handle.net/10932/00-0372-5690-2EF9-6E01-E,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04224.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04224.cmdi
,http://hdl.handle.net/10932/00-0372-5690-4C29-6F01-C,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04225.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04225.cmdi
,http://hdl.handle.net/10932/00-0372-5690-6C19-7001-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04226.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04226.cmdi
,http://hdl.handle.net/10932/00-0372-5690-8919-7101-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04227.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04227.cmdi
,http://hdl.handle.net/10932/00-0372-5690-A629-7201-A,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04228.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04228.cmdi
,http://hdl.handle.net/10932/00-0372-5690-C0E9-7301-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04229.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04229.cmdi
,http://hdl.handle.net/10932/00-0372-5690-DAE9-7401-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04230.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04230.cmdi
,http://hdl.handle.net/10932/00-0372-5691-0549-7501-B,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04231.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04231.cmdi
,http://hdl.handle.net/10932/00-0372-5691-2B39-7601-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04232.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04232.cmdi
,http://hdl.handle.net/10932/00-0372-5691-5A59-7701-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04243.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04243.cmdi
,http://hdl.handle.net/10932/00-0372-5693-48D9-8201-6,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04244.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04244.cmdi
,http://hdl.handle.net/10932/00-0372-5693-6319-8301-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04245.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04245.cmdi
,http://hdl.handle.net/10932/00-0372-5693-8369-8401-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04246.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04246.cmdi
,http://hdl.handle.net/10932/00-0372-5693-A019-8501-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04247.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04247.cmdi
,http://hdl.handle.net/10932/00-0372-5693-BFD9-8601-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04248.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04248.cmdi
,http://hdl.handle.net/10932/00-0372-5693-DC89-8701-B,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04249.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04249.cmdi
,http://hdl.handle.net/10932/00-0372-5693-F579-8801-5,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04250.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04250.cmdi
,http://hdl.handle.net/10932/00-0372-5694-1449-8901-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04251.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04251.cmdi
,http://hdl.handle.net/10932/00-0372-5694-3279-8A01-A,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04252.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04252.cmdi
,http://hdl.handle.net/10932/00-0372-5694-5209-8B01-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04253.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04253.cmdi
,http://hdl.handle.net/10932/00-0372-5694-8999-8C01-3,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04254.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04254.cmdi
,http://hdl.handle.net/10932/00-0372-5694-B7E9-8D01-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04255.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04255.cmdi
,http://hdl.handle.net/10932/00-0372-5694-EEF9-8E01-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04256.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04256.cmdi
,http://hdl.handle.net/10932/00-0372-5695-0A39-8F01-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04257.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04257.cmdi
,http://hdl.handle.net/10932/00-0372-5695-2359-9001-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04258.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04258.cmdi
,http://hdl.handle.net/10932/00-0372-5695-3BC9-9101-6,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04259.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04259.cmdi
,http://hdl.handle.net/10932/00-0372-5695-61F9-9201-5,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04260.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04260.cmdi
,http://hdl.handle.net/10932/00-0372-5695-8119-9301-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04261.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04261.cmdi
,http://hdl.handle.net/10932/00-0372-5695-A219-9401-3,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04262.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04262.cmdi
,http://hdl.handle.net/10932/00-0372-5695-BBF9-9501-D,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04233.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04233.cmdi
,http://hdl.handle.net/10932/00-0372-5691-8519-7801-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04234.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04234.cmdi
,http://hdl.handle.net/10932/00-0372-5691-A049-7901-D,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04235.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04235.cmdi
,http://hdl.handle.net/10932/00-0372-5691-C3A9-7A01-2,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04236.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04236.cmdi
,http://hdl.handle.net/10932/00-0372-5691-E499-7B01-9,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04237.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04237.cmdi
,http://hdl.handle.net/10932/00-0372-5691-FEE9-7C01-D,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04238.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04238.cmdi
,http://hdl.handle.net/10932/00-0372-5692-4C79-7D01-E,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04239.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04239.cmdi
,http://hdl.handle.net/10932/00-0372-5692-7569-7E01-1,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04240.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04240.cmdi
,http://hdl.handle.net/10932/00-0372-5692-A279-7F01-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04241.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04241.cmdi
,http://hdl.handle.net/10932/00-0372-5692-CC19-8001-E,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04242.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04242.cmdi
,http://hdl.handle.net/10932/00-0372-5693-1F09-8101-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04263.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04263.cmdi
,http://hdl.handle.net/10932/00-0372-5695-D479-9601-E,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04264.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04264.cmdi
,http://hdl.handle.net/10932/00-0372-5695-F069-9701-B,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04265.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04265.cmdi
,http://hdl.handle.net/10932/00-0372-5696-1169-9801-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04266.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04266.cmdi
,http://hdl.handle.net/10932/00-0372-5696-2E29-9901-6,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04267.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04267.cmdi
,http://hdl.handle.net/10932/00-0372-5696-4979-9A01-B,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04268.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04268.cmdi
,http://hdl.handle.net/10932/00-0372-5696-6299-9B01-B,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04269.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04269.cmdi
,http://hdl.handle.net/10932/00-0372-5696-8599-9C01-7,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04270.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04270.cmdi
,http://hdl.handle.net/10932/00-0372-5696-A529-9D01-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04271.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04271.cmdi
,http://hdl.handle.net/10932/00-0372-5696-DEA9-9E01-6,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04272.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04272.cmdi
,http://hdl.handle.net/10932/00-0372-5696-FB29-9F01-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04283.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04283.cmdi
,http://hdl.handle.net/10932/00-0372-5698-8CF9-AA01-4,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04284.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04284.cmdi
,http://hdl.handle.net/10932/00-0372-5698-A979-AB01-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04285.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04285.cmdi
,http://hdl.handle.net/10932/00-0372-5698-C619-AC01-E,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04286.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04286.cmdi
,http://hdl.handle.net/10932/00-0372-5698-EFB9-AD01-F,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04287.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04287.cmdi
,http://hdl.handle.net/10932/00-0372-5699-0A49-AE01-C,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04288.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04288.cmdi
,http://hdl.handle.net/10932/00-0372-5699-22B9-AF01-0,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04289.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04289.cmdi
,http://hdl.handle.net/10932/00-0372-5699-40B9-B001-B,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04290.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04290.cmdi
,http://hdl.handle.net/10932/00-0372-5699-5C09-B101-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04291.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04291.cmdi
,http://hdl.handle.net/10932/00-0372-5699-79E9-B201-8,,,,,
2021-01-12T16:47:57Z,clarin-ids:ZW--3.ZW--_E_04292.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04292.cmdi
,http://hdl.handle.net/10932/00-0372-5699-91D9-B301-B,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04293.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04293.cmdi
,http://hdl.handle.net/10932/00-0372-5699-AD29-B401-B,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04294.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04294.cmdi
,http://hdl.handle.net/10932/00-0372-5699-C599-B501-8,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04295.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04295.cmdi
,http://hdl.handle.net/10932/00-0372-5699-DEB9-B601-6,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04296.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04296.cmdi
,http://hdl.handle.net/10932/00-0372-5699-F8E9-B701-A,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04297.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04297.cmdi
,http://hdl.handle.net/10932/00-0372-569A-1429-B801-1,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04298.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04298.cmdi
,http://hdl.handle.net/10932/00-0372-569A-2C99-B901-D,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04299.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04299.cmdi
,http://hdl.handle.net/10932/00-0372-569A-4C39-BA01-6,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04300.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04300.cmdi
,http://hdl.handle.net/10932/00-0372-569A-6709-BB01-1,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04301.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04301.cmdi
,http://hdl.handle.net/10932/00-0372-569A-84E9-BC01-A,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04302.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04302.cmdi
,http://hdl.handle.net/10932/00-0372-569A-A309-BD01-9,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04273.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04273.cmdi
,http://hdl.handle.net/10932/00-0372-5697-18A9-A001-0,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04274.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04274.cmdi
,http://hdl.handle.net/10932/00-0372-5697-6959-A101-3,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04275.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04275.cmdi
,http://hdl.handle.net/10932/00-0372-5697-81B9-A201-3,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04276.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04276.cmdi
,http://hdl.handle.net/10932/00-0372-5697-9DE9-A301-0,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04277.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04277.cmdi
,http://hdl.handle.net/10932/00-0372-5697-B719-A401-4,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04278.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04278.cmdi
,http://hdl.handle.net/10932/00-0372-5697-EE39-A501-8,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04279.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04279.cmdi
,http://hdl.handle.net/10932/00-0372-5698-0829-A601-F,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04280.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04280.cmdi
,http://hdl.handle.net/10932/00-0372-5698-2939-A701-C,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04281.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04281.cmdi
,http://hdl.handle.net/10932/00-0372-5698-5349-A801-F,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04282.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04282.cmdi
,http://hdl.handle.net/10932/00-0372-5698-7179-A901-7,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04303.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04303.cmdi
,http://hdl.handle.net/10932/00-0372-569A-C149-BE01-9,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04304.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04304.cmdi
,http://hdl.handle.net/10932/00-0372-569A-DB19-BF01-0,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04305.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04305.cmdi
,http://hdl.handle.net/10932/00-0372-569A-F889-C001-F,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04306.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04306.cmdi
,http://hdl.handle.net/10932/00-0372-569B-15F9-C101-F,,,,,
2021-01-12T16:47:58Z,clarin-ids:ZW--3.ZW--_E_04307.cmdi,deu,Schallaufnahmen aller deutschen Mundarten,,,oai:repos.ids-mannheim.de:clarin-ids:ZW--3.ZW--_E_04307.cmdi
,http://hdl.handle.net/10932/00-0372-569B-31F9-C201-E,,,,,
