datestamp,identifier,creator,format,format - mediatype,format - subtype,title,rights,date,relation,subject,description,language,type,type - dcmi recommendation,publisher,source,contributor,record id,record - header - setSpec
,doi:10.20375/0000-000D-1D13-E,"Claudia Cedeño Báez (Eberhard Karls Universität Tübingen), data collector",application/vnd.ms-excel,application,ms-excel,Spanish-language Cultural Magazines from Modernismo to Avant-Garde: Processes of Modernization and Transnational Network Formation,CC BY,,,Humanidades Digitales,,spa,Data,Dataset,,,,,
,,"Judith Rideout (Eberhard Karls Universität Tübingen), data collector",,,,Data Sheets,,,,Ciencia Literaria,,,,,,,,,
,,"Hanno Ehrlicher (Eberhard Karls Universität Tübingen), principal investigator and project leader",,,,Revistas culturales históricas en lengua española desde el modernismo hasta las vanguardias: procesos de modernización y formación de redes transnacionales,,,,Historical Spanish-language Cultural Magazines,,,,,,,,,
,,"Teresa Herzgsell (Eberhard Karls Universität Tübingen), data collector",,,,,,,,Romance Philology,,,,,,,,,
,,,,,,,,,,Historia Y Filosofía,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
,,,,,,,,,,Data Sheets,,,,,,,,,
,,,,,,,,,,Hojas De Datos,,,,,,,,,
,,,,,,,,,,European And American Literature,,,,,,,,,
,,,,,,,,,,History And Philosophy,,,,,,,,,
,,,,,,,,,,Graphs,,,,,,,,,
,,,,,,,,,,Literary Studies,,,,,,,,,
,,,,,,,,,,Gráficos,,,,,,,,,
,,,,,,,,,,Revistas Culturales Históricas En Lengua Española,,,,,,,,,
,,,,,,,,,,Literatura General Y Comparada Y Estudios Culturales,,,,,,,,,
,,,,,,,,,,Network Analysis,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Filología Románica,,,,,,,,,
,,,,,,,,,,Filología Hispánica,,,,,,,,,
,,,,,,,,,,Spanish Studies,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Literatura Europea Y Americana,,,,,,,,,
,,,,,,,,,,Análisis De Redes,,,,,,,,,
,,,,,,,,,,Romanistik,,,,,,,,,
,,,,,,,,,,Romance Studies,,,,,,,,,
2021-05-28T08:48:46Z,hdl:21.11113/0000-000E-5546-4,Research Centre for East European Studies at the University of Bremen,text/vnd.dariah.dhrep.collection+turtle,text,turtle,Protests Russia 2011 / 2012: YouTube Videos,ODC BY,2021-05-28T08:48:46Z,,,"The collection “Protests Russia 2011 / 2012” contains 2.578 videos (mp4) on protests in mainly late 2011 and throughout 2012 (all over Russia) triggered by election fraud as well as Putin&#39;s announcement to run for Presidency again. We have downloaded all data in July to September 2015 and February to March 2017 and made screenshots (pdf) of websites so that the discussion and comments on the single video posts can be followed. All data is processed in an MS Excel database with metadata. &lt;br&gt;We collect all videos that are 1) event related AND show actions of this event, 2) downloadable, 3) we can find with our search words during a particular period. We strictly aim at a systematic and objective selection and organized storage of protest-related videos. We identify particular event-related search words after intense research on the event. According to the snowball principle, we then start the collection of videos with the help of these search words and try to download as much relevant content as possible. However, we cannot guarantee the completeness of protest videos on the particular event. We search the videos and include them into the collection until a particular degree of saturation has been reached. Due to copyright restrictions, we are only allowed to give access to the database of the collected video files including the hyperlinks with its metadata and not to the videos themselves. &lt;br&gt;The videos have been posted mainly by the participants of the events. Therefore, the material is only an extract and biased by the perspective of the single creator. &lt;br&gt;The collection is part of a larger and ongoing collection of videos on protest events in the post-Soviet region.",,,,,,,hdl:21.11113/0000-000E-5546-4,hdl:21.11113/0000-000E-5546-4
,doi:10.20375/0000-000E-5546-4,,,,,,,,,,,,,,,,,,
2017-12-05T12:57:33Z,hdl:21.11113/0000-000B-CA2F-E,"Mache, Beata",application/pdf,application,pdf,Universal-Kirchenzeitung-Volltext_102.pdf,CC BY,2017-12-05T12:57:33Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-CA2F-E,hdl:21.11113/0000-000B-CA2F-E
,doi:10.20375/0000-000B-CA2F-E,,pdf,application,pdf,,,,,,,,,,,,,,
2021-05-27T20:01:46Z,doi:10.20375/0000-000E-5544-6,JSSAL,text/vnd.dariah.dhrep.collection+turtle,text,turtle,"Özdemir, Y",JSSAL,2021-05-27T20:01:46Z,,,"This research aims to investigate the correlations among school culture, and key leadership style and student achievement, and the relationships between school culture and student achievement. To achieve the purpose of the research, four research questions, and two hypotheses were developed to uncover the level of student achievement as reflected in their general point average and to find the relationship between the Multifactor leadership and school culture variables. Because of the nature of the study, the descriptive analysis method was used, which is one of the quantitative research methods. The key tool in collecting the data was a structured questionnaire, which was custom-made corresponding to the problem set. Further data were obtained from interviews each time warranted within the scale of the purpose of the research; Multifactor Leadership Questionnaire (MLQ) and School Culture Survey were utilized. The findings of the research were analyzed and presented as tables using the SPSS-10 package program. The research universe of this study was selected privately-owned schools which have elementary and high school divisions in Metro Manila and Zamboanga City, Philippines. A total of 38 school administrators and 111 teachers were involved in this work. As for finding, there is no significant relationship between multifactor leadership and student achievement even the correlation that exists between the two variables is high.",,,,,,,hdl:21.11113/0000-000E-5544-6,hdl:21.11113/0000-000E-5544-6
,hdl:21.11113/0000-000E-5544-6,,,,,,,,,,,,,,,,,,
2020-06-24T15:19:33Z,hdl:21.11113/0000-000C-D94C-B,"Fernández de Avellaneda, Alonso",text/plain,text,plain,Avellaneda-03.txt,CC BY,2020-06-24T15:19:33Z,DOI: 10.17175/2018_004,Romanistik,"The collection of the second volume of the ""Quijote apocrífo"" in chapters by Avellaneda is originally extracted from Biblioteca Virtual de Miguel de Cervantes: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quijote-de-la-mancha--0/html/ and converted to plaintext format. For the process of digitization from the 1614 edition see the scan of the original book at BVMC: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quixote-de-la-mancha-que-contiene-su-tercera-salida-y-es-la-quinta-parte-de-sus-auenturas--0/html/ff3b6b9e-82b1-11df-acc7-002185ce6064.html . For the facts and doubt of printing the book initially in 1614 in Tarragona see the article by the Cervantes/Avellaneda specialist Luis Gómez Canseco: Avellaneda en la imprenta: Tarragona. In: El otro Don Quijote. La continuación de Fernández de Avellaneda y sus efectos. Hg. von Hanno Ehrlicher. Augsburg 2016, S. 11–26. URN: urn:nbn:de:bvb:384-opus4-37049 .",spa,,,,,,hdl:21.11113/0000-000C-D94C-B,hdl:21.11113/0000-000C-D94C-B
,doi:10.20375/0000-000C-D94C-B,http://viaf.org/viaf/77109993,,,,,,,hdl:21.11113/0000-000C-D929-2,,"The collection of the secons volume of the ""Quijote apocrífo"" by Avellaneda is originally extracted from Biblioteca Virtual de Miguel de Cervantes: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quijote-de-la-mancha--0/html/ and converted to plaintext format. For the process of digitization from the 1614 edition see the scan of the original book at BVMC: http://www.cervantesvirtual.com/obra-visor/segundo-tomo-del-ingenioso-hidalgo-don-quixote-de-la-mancha-que-contiene-su-tercera-salida-y-es-la-quinta-parte-de-sus-auenturas--0/html/ff3b6b9e-82b1-11df-acc7-002185ce6064.html . For the facts and doubt of printing the book initially in 1614 in Tarragona see the article by the Cervantes/Avellaneda specialist Luis Gómez Canseco: Avellaneda en la imprenta: Tarragona. In: El otro Don Quijote. La continuación de Fernández de Avellaneda y sus efectos. Hg. von Hanno Ehrlicher. Augsburg 2016, S. 11–26. URN: urn:nbn:de:bvb:384-opus4-37049",,,,,,,,
2021-08-02T09:12:08Z,doi:10.20375/0000-000E-66D1-3,Prof. Dr. Elisa Hoven,application/pdf,application,pdf,„Null Toleranz – Bagatellen bestrafen?“,KriPoZ,2021-08-02T09:12:08Z,hdl:21.11113/0000-000E-66D0-4,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2019, 206 ff.",,hdl:21.11113/0000-000E-66D1-3,hdl:21.11113/0000-000E-66D1-3
,hdl:21.11113/0000-000E-66D1-3,,,,,,,,,,,,,,,,,,
2021-05-28T16:51:03Z,doi:10.20375/0000-000E-557C-8,orcid.org/0000-0002-0865-2025,text/vnd.dariah.dhrep.collection+turtle,text,turtle,"Petición de Melchor Ramirez, mulato libre",CC BY NC SA,2021-05-28T16:51:03Z,hdl:21.11113/0000-000E-556A-C,"Peticiones, Documentos Inéditos, Sociedad De Castas, Impuestos, Indios Laboríos, Época Colonial, México","Melchor Ramírez, mulato libre, ante la oficialia de cámara, solicita traslado del despacho que se le otorgó para que sus hijos, Nicolás, Juan, Felipe y Lorenzo Ramírez, no pagarán el tributo anual y si la alcabala [...]",spa,,,Maria Sibylla Merian Centre Conviviality-Inequality Latin America,,,hdl:21.11113/0000-000E-557C-8,hdl:21.11113/0000-000E-557C-8
,hdl:21.11113/0000-000E-557C-8,,,,,,,,,,,,,,,,,,
2020-06-24T15:19:59Z,hdl:21.11113/0000-000C-D973-E,"Cervantes Saavedra, Miguel de",text/plain,text,plain,Cervantes-42.txt,CC BY,2020-06-24T15:19:59Z,hdl:21.11113/0000-000C-D929-2,Romanistik,"The texts for the collection of the second volume of the ""Quijote"" by Cervantes and the ""Quijote apocrífo"" in chapters by Avellaneda are originally extracted from Biblioteca Virtual de Miguel de Cervantes and manually converted to plaintext format: For Cervantes: http://www.cervantesvirtual.com/obra-visor/segunda-parte-del-ingenioso-caballero-don-quijote-de-la-mancha--0/html/ The texts were used for the stylometric analysis in: DOI: 10.17175/2018_004",spa,Prose,Text,,,,hdl:21.11113/0000-000C-D973-E,hdl:21.11113/0000-000C-D973-E
,doi:10.20375/0000-000C-D973-E,http://d-nb.info/gnd/11851993X,,,,,,,DOI: 10.17175/2018_004,,,,,,,,,,
2021-04-30T17:06:07Z,doi:10.20375/0000-000E-0F71-3,"Maria Golovina, Elizaveta Semirkhanova, Anna Sokolova",text/plain,text,plain,Yakimanka_march_desc.md,ODC BY,2021-04-30T17:06:07Z,hdl:21.11113/0000-000E-0F70-4,,,,,,,,,hdl:21.11113/0000-000E-0F71-3,hdl:21.11113/0000-000E-0F71-3
,hdl:21.11113/0000-000E-0F71-3,,,,,,,,,,,,,,,,,,
2017-12-05T12:56:58Z,hdl:21.11113/0000-000B-CA0A-7,"Mache, Beata",application/pdf,application,pdf,Universal-Kirchenzeitung-Volltext_065.pdf,CC BY,2017-12-05T12:56:58Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-CA0A-7,hdl:21.11113/0000-000B-CA0A-7
,doi:10.20375/0000-000B-CA0A-7,,pdf,application,pdf,,,,,,,,,,,,,,
2020-02-01T20:23:46Z,hdl:21.11113/0000-000C-B3D1-D,"Sukanya Sinha, Vishnu M Nair, DADD-INITIATIVE e.V",application/pdf,application,pdf,Wie weit weg ist  weit weg,CC-Lizenz. Einige Rechte geschützt. ,2020-02-01T20:23:46Z,hdl:21.11113/0000-000C-B385-3,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Deutsche übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/",deu,,,DADD-INITIATIVE e.V,,,hdl:21.11113/0000-000C-B3D1-D,hdl:21.11113/0000-000C-B3D1-D
,doi:10.20375/0000-000C-B3D1-D,,pdf,application,pdf,,,,,,,,,,,,,,
2020-06-24T15:20:12Z,hdl:21.11113/0000-000C-D988-6,http://d-nb.info/gnd/11851993X,text/plain,text,plain,Cervantes-63.txt,CC BY,2020-06-24T15:20:12Z,DOI: 10.17175/2018_004,Romanistik,"The texts for the collection of the second volume of the ""Quijote"" by Cervantes and the ""Quijote apocrífo"" in chapters by Avellaneda are originally extracted from Biblioteca Virtual de Miguel de Cervantes and manually converted to plaintext format: For Cervantes: http://www.cervantesvirtual.com/obra-visor/segunda-parte-del-ingenioso-caballero-don-quijote-de-la-mancha--0/html/ The texts were used for the stylometric analysis in: DOI: 10.17175/2018_004",spa,Prose,Text,,,,hdl:21.11113/0000-000C-D988-6,hdl:21.11113/0000-000C-D988-6
,doi:10.20375/0000-000C-D988-6,"Cervantes Saavedra, Miguel de",,,,,,,hdl:21.11113/0000-000C-D929-2,,,,,,,,,,
2019-06-20T11:14:30Z,hdl:21.11113/0000-000C-1F6A-C,"Christoph Sander, Florian Kräutli, Matteo Valleriani",text/csv,text,csv,edges.csv,CC BY,2019-06-20T11:14:30Z,hdl:21.11113/0000-000C-1F68-E,,,,,,,,,hdl:21.11113/0000-000C-1F6A-C,hdl:21.11113/0000-000C-1F6A-C
,doi:10.20375/0000-000C-1F6A-C,,,,,,,,,,,,,,,,,,
2021-03-07T10:58:32Z,hdl:21.11113/0000-000D-FA91-5,Heiko Pleines,text/vnd.dariah.dhrep.collection+turtle,text,turtle,"Number of meetings between representatives of IMF and the national state executive: Kazakhstan, Kyrgyzstan, Russia, Ukraine 1992-2018",ODC BY,2021-03-07T10:58:32Z,,,"Based on original IMF documents the dataset provides key information about all meetings between IMF representatives and member of the national state executives of Kazakhstan (1997-2018), Kyrgyzstan (1992-2015), Russia (1997-2008), Ukraine (2010-2015) for selected years in the period from 1992 to 2018.",,,,,,,hdl:21.11113/0000-000D-FA91-5,hdl:21.11113/0000-000D-FA91-5
,doi:10.20375/0000-000D-FA91-5,,,,,,,,,,,,,,,,,,
2017-12-05T12:53:29Z,doi:10.20375/0000-000B-C936-6,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_078.xml,CC BY,2017-12-05T12:53:29Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C936-6,hdl:21.11113/0000-000B-C936-6
,hdl:21.11113/0000-000B-C936-6,,,,,,,,,,,,,,,,,,
2018-04-05T20:31:03Z,doi:10.20375/0000-000B-CB07-9,Carsten Thiel,audio/x-m4a,audio,m4a,[Audio] Configuration Management,CC BY NC ND,2018-04-05T20:31:03Z,hdl:21.11113/0000-000B-CB05-B,,Carsten talked about configuration management. He touched on topics such as Puppet and his experiences in regards to configuration management. Carsten works as Technology Coordinator DARIAH-DE at the Niedersächsische Staats- und Universitätsbibliothek Göttingen.,eng,,,DHtech,,,hdl:21.11113/0000-000B-CB07-9,hdl:21.11113/0000-000B-CB07-9
,hdl:21.11113/0000-000B-CB07-9,,,,,,,,,,,,,,,,,,
2020-05-15T10:57:40Z,http://romanistisches-kolloquium.de/,https://orcid.org/0000-0002-0719-9003,pdf,application,pdf,Vortragsfolien Romanistisches Kolloquium Wien 2019: Verbindungen zwischen digitaler Sprach- und Literaturwissenschaft am Beispiel der Stilometrie,CC BY,2020-05-15T10:57:40Z,,Sprachwissenschaft,"Das Romanistische Kolloquium (organisiert von Elton Priffti, Universität Wien) hat sich im November 2019 als Thema ""Digitale Sprachwissenschaft"" behandelt: http://romanistisches-kolloquium.de/ . Der Vortrag ""Verbindungen zwischen digitaler Sprach- und Literaturwissenschaft am Beispiel der Stilometrie"" versucht eine Brücke zwischen beiden Teildisziplinen der Romanistik zu schlagen. Die Romanistik zeichnet sich durch ihre Gesamtbetrachtung der romanischen Sprachen und Literaturen aus, zerfällt aber schon seit vielen Jahren mehr und mehr in die Betrachtung der Einzelsprachen und auch der sprach- und literaturwissenschaftlichen Disziplinen. Die neueren, starken Impulse aus den Digital Humanities dienen nun überraschenderweise als ein erneutes Bindeglied, das sowohl die einzelnen Sprachen, Literaturen aber auch die Methoden der Sprach und -Literaturwissenschaft wieder näher zusammen bringt. Der Beitrag erläutert am Beispiel der Stilometrie aus literaturwissenschaftlicher Perspektive die Bezüge zur Stilistik sowie die Chancen einer neuerlichen Annäherung zwischen romanistischer Sprach- und Literaturwissenschaft auf der Basis gemeinsamer digitaler Methoden. Umgekehrt besteht in den Digital Humanities großer Bedarf, die vor allem an englischsprachigen Korpora erprobten Methoden sprachübergreifend auszuweiten. Hier kann die Romanistik ihre lange Erfahrung im Vergleich verwandter Sprachen und Literaturen einbringen.",deu,Event,Event,,,,hdl:21.11113/0000-000C-D907-8,hdl:21.11113/0000-000C-D907-8
,doi:10.20375/0000-000C-D907-8,Nanette Rißler-Pipka,text/vnd.dariah.dhrep.collection+turtle,text,turtle,,,,,Romanistik,,,Slides,Moving Image,,,,,
,hdl:21.11113/0000-000C-D907-8,,,,,,,,,Stilometrie,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
,,,,,,,,,,Literaturwissenschaft,,,,,,,,,
2017-12-05T12:55:09Z,doi:10.20375/0000-000B-C99B-4,"Honinghaus, Julius Vinzent",application/pdf,application,pdf,Universal-Kirchenzeitung-Faksimile_060.pdf,CC 0,2017-12-05T12:55:09Z,hdl:21.11113/0000-000B-C8F2-2,,,deu,,,,,,hdl:21.11113/0000-000B-C99B-4,hdl:21.11113/0000-000B-C99B-4
,hdl:21.11113/0000-000B-C99B-4,"Mache, Beata",pdf,application,pdf,,,,,,,,,,,,,,
2021-08-13T06:13:35Z,hdl:21.11113/0000-000E-67AD-C,Jörg Lehmann,text/plain,text,plain,Test33-POS.txt,CC BY,2021-08-13T06:13:35Z,hdl:21.11113/0000-000E-6729-1,,"64 Part-of-Speech-getaggte Dramen Calderón de la Barcas, txt-Dateien, UTF-8-codiert",,,,,,,hdl:21.11113/0000-000E-67AD-C,hdl:21.11113/0000-000E-67AD-C
,doi:10.20375/0000-000E-67AD-C,,,,,,,,,,,,,,,,,,
2021-08-13T06:12:58Z,doi:10.20375/0000-000E-677D-3,Jörg Lehmann,text/plain,text,plain,C14-POS.txt,CC BY,2021-08-13T06:12:58Z,hdl:21.11113/0000-000E-6729-1,,"64 Part-of-Speech-getaggte Dramen Calderón de la Barcas, txt-Dateien, UTF-8-codiert",,,,,,,hdl:21.11113/0000-000E-677D-3,hdl:21.11113/0000-000E-677D-3
,hdl:21.11113/0000-000E-677D-3,,,,,,,,,,,,,,,,,,
2021-08-05T09:04:39Z,hdl:21.11113/0000-000E-6714-8,Engin Turhan,application/pdf,application,pdf,„Sexualisierte Gewalt“ statt „Sexueller Missbrauch“? Zur Begriffswahl für §§ 176 bis 176b StGB und zur Einordnung der Zwangsmittel in die Missbrauchstatbestände,KriPoZ,2021-08-05T09:04:39Z,hdl:21.11113/0000-000E-6713-9,,,,,,Kriminalpolitische Zeitschrift,"KriPoZ 2021, 1 ff.",,hdl:21.11113/0000-000E-6714-8,hdl:21.11113/0000-000E-6714-8
,doi:10.20375/0000-000E-6714-8,,,,,,,,,,,,,,,,,,
2021-05-04T10:14:01Z,hdl:21.11113/0000-000E-0F9C-3,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,2013_3_Lukoil_Additional Agreement_9_to SECA 2010-2014_09.09.2013.pdf,ODC BY SA,2021-05-04T10:14:01Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0F9C-3,hdl:21.11113/0000-000E-0F9C-3
,doi:10.20375/0000-000E-0F9C-3,,,,,,,,,,,,,,,,,,
2021-05-04T10:15:04Z,hdl:21.11113/0000-000E-0FEC-9,"Bluhm Katharina, Klimovich Stanislav, Pape Ulla",text/plain,text,plain,TNK-BP_2013_merged with Rosneft in 2013_AA to SECA 2010_FOR COMPARISON_2012-2013-2014 by Rosneft.pdf,ODC BY SA,2021-05-04T10:15:04Z,hdl:21.11113/0000-000E-0F80-1,,,,,,,,,hdl:21.11113/0000-000E-0FEC-9,hdl:21.11113/0000-000E-0FEC-9
,doi:10.20375/0000-000E-0FEC-9,,,,,,,,,,,,,,,,,,
2020-09-16T21:22:16Z,doi:10.20375/0000-000D-1D1E-3,"Teresa Herzgsell (Eberhard Karls Universität Tübingen), data collector",application/vnd.oasis.opendocument.spreadsheet,application,vnd.oasis.opendocument.spreadsheet,07_Cedeno-Baez_Literary-Genres-and-Networks-in-Modernismo-Nodelist.ods,CC BY,2020-09-16T21:22:16Z,hdl:21.11113/0000-000D-1CFF-6,Literary Studies,This file provides the nodelist which forms the basis of figures 3 and 4.,eng,Data,Dataset,,,,hdl:21.11113/0000-000D-1D1E-3,hdl:21.11113/0000-000D-1D1E-3
,hdl:21.11113/0000-000D-1D1E-3,"Hanno Ehrlicher (Eberhard Karls Universität Tübingen), principal investigator and project leader",.ods,,,Spanish-language Cultural Magazines from Modernismo to Avant-Garde: Processes of Modernization and Transnational Network Formation,CC BY,,,Historical Spanish-language Cultural Magazines,,spa,Hojas De Datos,Dataset,,,,,
,,"Jörg Lehmann (Eberhard Karls Universität Tübingen), data curator",,text,ods,Data Sheets,,,,Literatura Europea Y Americana,,,,,,,,,
,,"Judith Rideout (Eberhard Karls Universität Tübingen), data collector",,,,Revistas culturales históricas en lengua española desde el modernismo hasta las vanguardias: procesos de modernización y formación de redes transnacionales,,,,General And Comparative Literature And Cultural Studies,,,,,,,,,
,,"Claudia Cedeño Báez (Eberhard Karls Universität Tübingen), data collector",,,,,,,,Filología Románica,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
,,,,,,,,,,Romance Philology,,,,,,,,,
,,,,,,,,,,Hojas De Datos,,,,,,,,,
,,,,,,,,,,History And Philosophy,,,,,,,,,
,,,,,,,,,,Análisis De Redes,,,,,,,,,
,,,,,,,,,,Humanidades Digitales,,,,,,,,,
,,,,,,,,,,Gráficos,,,,,,,,,
,,,,,,,,,,European And American Literature,,,,,,,,,
,,,,,,,,,,Data Sheets,,,,,,,,,
,,,,,,,,,,Literatura General Y Comparada Y Estudios Culturales,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Romanistik,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Revistas Culturales Históricas En Lengua Española,,,,,,,,,
,,,,,,,,,,Historia Y Filosofía,,,,,,,,,
,,,,,,,,,,Ciencia Literaria,,,,,,,,,
,,,,,,,,,,Network Analysis,,,,,,,,,
,,,,,,,,,,Spanish Studies,,,,,,,,,
,,,,,,,,,,Filología Hispánica,,,,,,,,,
,,,,,,,,,,Graphs,,,,,,,,,
,,,,,,,,,,Romance Studies,,,,,,,,,
2020-02-02T16:02:02Z,doi:10.20375/0000-000C-B40A-E,"Melissa Fagan, Karlien de Villiers, Marike le Roux, DADD-INITIATIVE e.V",application/pdf,application,pdf,حلم غراسا,CC-Lizenz. Einige Rechte geschützt. ,2020-02-02T16:02:02Z,hdl:21.11113/0000-000C-B3D7-7,Kindergeschichten,"Diese Sammlung beinhaltet Kindergeschichten, die vom Englischen ins Arabische übersetzt und unter zwei CC-Lizensen veröffentlicht worden sind, gemäß der Anforderungen des ursprünglichen Werkes. 1. CC BY-SA Link zur Lizenz: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA Link zur Lizenz: https://creativecommons.org/licenses/by-nc-sa/4.0/ هذه مجموعة من القصص المترجمة للعربية وهي نتاج مشروع قامت به مبادرة ض في ألمانيا (DADD-INITIATIVE e.V.) كل القصص مدرجة ضمن تصنيف المشاع الإبداعي وفقاً للأصل ولما تم التوافق حوله مع المؤلفين. تصنيف القصص لرخصتين هما: 1. CC BY-SA رابط للرخصة: https://creativecommons.org/licenses/by-sa/4.0/ 2. CC BY-NC-SA رابط للرخصة https://creativecommons.org/licenses/by-nc-sa/4.0/",ara,,,DADD-INITIATIVE e.V,freekidsbooks.org,,hdl:21.11113/0000-000C-B40A-E,hdl:21.11113/0000-000C-B40A-E
,hdl:21.11113/0000-000C-B40A-E,,pdf,application,pdf,,,,,,,,,,,,,,
2021-06-15T08:44:57Z,hdl:21.11113/0000-000E-596D-5,"Andreas Heinrich, Heiko Pleines",text/plain,text,plain,pipeline-attitude-by-domestic-actor-group.xlsx,ODC BY,2021-06-15T08:44:57Z,hdl:21.11113/0000-000E-5967-B,,,,,,,,,hdl:21.11113/0000-000E-596D-5,hdl:21.11113/0000-000E-596D-5
,doi:10.20375/0000-000E-596D-5,,,,,,,,,,,,,,,,,,
2020-02-24T13:18:03Z,hdl:21.11113/0000-000C-D831-9,Institut für Zeitgeschichte München-Berlin / Leibniz Institute for Contemporary History (IfZ),text/vnd.dariah.dhrep.collection+turtle,text,turtle,Personen-Datenbank Zeitgeschichte,Institut für Zeitgeschichte München-Berlin (IfZ),2020-02-24T13:18:03Z,,,"This directory shares code from the research project ""Personen-Datenbank Zeitgeschichte"" (Authority Database Contemporary History). The project aims to ensure the FAIRification and the sustainable preservation of an authority record database held by the Institut für Zeitgeschichte München - Berlin / Leibniz Institute for Contemporary History. The project started in August 2019 and is led by Francesco Gelati.",,,,,,,hdl:21.11113/0000-000C-D831-9,hdl:21.11113/0000-000C-D831-9
,doi:10.20375/0000-000C-D831-9,,,,,,,,,,,,,,,,,,
2017-12-05T12:53:41Z,hdl:21.11113/0000-000B-C944-6,"Mache, Beata",text/xml,text,xml,Universal-Kirchenzeitung-XML_085.xml,CC BY,2017-12-05T12:53:41Z,hdl:21.11113/0000-000B-C8F2-2,,,,,,,,,hdl:21.11113/0000-000B-C944-6,hdl:21.11113/0000-000B-C944-6
,doi:10.20375/0000-000B-C944-6,,,,,,,,,,,,,,,,,,
2020-09-16T21:22:22Z,hdl:21.11113/0000-000D-1D27-8,"Judith Rideout (Eberhard Karls Universität Tübingen), data collector",application/vnd.ms-excel,application,ms-excel,08-Teresa-Herzgsell_Genre-distribution-and-Fictional-Prose-Transatlantic-Transfer-Rate.csv,CC BY,2020-09-16T21:22:22Z,hdl:21.11113/0000-000D-1CFF-6,Spanish Studies,This file provides the calculated values for the transatlantic transfer rate for all avant-garde contributors.,eng,Hojas De Datos,Dataset,,,,hdl:21.11113/0000-000D-1D27-8,hdl:21.11113/0000-000D-1D27-8
,doi:10.20375/0000-000D-1D27-8,"Hanno Ehrlicher (Eberhard Karls Universität Tübingen), principal investigator and project leader",.csv,text,,Revistas culturales históricas en lengua española desde el modernismo hasta las vanguardias: procesos de modernización y formación de redes transnacionales,CC BY,,,History And Philosophy,,spa,Data,Dataset,,,,,
,,"Teresa Herzgsell (Eberhard Karls Universität Tübingen), data collector",,,,Spanish-language Cultural Magazines from Modernismo to Avant-Garde: Processes of Modernization and Transnational Network Formation,,,,Romance Philology,,,,,,,,,
,,"Claudia Cedeño Báez (Eberhard Karls Universität Tübingen), data collector",,,,Data Sheets,,,,Literary Studies,,,,,,,,,
,,"Jörg Lehmann (Eberhard Karls Universität Tübingen), data curator",,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Ciencia Literaria,,,,,,,,,
,,,,,,,,,,Hojas De Datos,,,,,,,,,
,,,,,,,,,,Network Analysis,,,,,,,,,
,,,,,,,,,,Historia Y Filosofía,,,,,,,,,
,,,,,,,,,,Filología Románica,,,,,,,,,
,,,,,,,,,,Digital Humanities,,,,,,,,,
,,,,,,,,,,Graphs,,,,,,,,,
,,,,,,,,,,Romance Studies,,,,,,,,,
,,,,,,,,,,Literatura General Y Comparada Y Estudios Culturales,,,,,,,,,
,,,,,,,,,,Texts,,,,,,,,,
,,,,,,,,,,Romanistik,,,,,,,,,
,,,,,,,,,,Gráficos,,,,,,,,,
,,,,,,,,,,Data Sheets,,,,,,,,,
,,,,,,,,,,Análisis De Redes,,,,,,,,,
,,,,,,,,,,Literatura Europea Y Americana,,,,,,,,,
,,,,,,,,,,Historical Spanish-language Cultural Magazines,,,,,,,,,
,,,,,,,,,,Humanidades Digitales,,,,,,,,,
,,,,,,,,,,General And Comparative Literature And Cultural Studies,,,,,,,,,
,,,,,,,,,,European And American Literature,,,,,,,,,
,,,,,,,,,,Filología Hispánica,,,,,,,,,
,,,,,,,,,,Revistas Culturales Históricas En Lengua Española,,,,,,,,,
