datestamp,identifier,subject,title,publisher,date,type,language,source,rights,creator,format,format - mediatype,format - subtype,relation,contributor,description,coverage,record id,record - header - setSpec
,http://hdl.handle.net/21.11120/0000-000C-5ABE-A,Ökonomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193769,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AC1-5,Wissenschaft,Das Kapital – Kritik der politischen Oekonomie (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1885-01-01T00:00:00Z,text,deu,"Marx, Karl: Das Kapital. Bd. 2. Buch II: Der Cirkulationsprocess des Kapitals. Hamburg, 1885. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Fe 4873<a> R]",CC NC,"Marx, Karl",,,,,,,,dta:734,dta
,http://hdl.handle.net/21.11120/0000-000C-5AC0-6,Ökonomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193774,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AC3-3,Wissenschaft,Das Kapital – Kritik der politischen Oekonomie (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1894-01-01T00:00:00Z,text,deu,"Marx, Karl: Das Kapital. Buch III: Der Gesammtprocess der kapitalistischen Produktion. Kapitel I bis XXVIII. Hamburg, 1894. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Fe 4873-3,1<a> R]",CC NC,"Marx, Karl",,,,,,,,dta:735,dta
,http://hdl.handle.net/21.11120/0000-000C-5AC2-4,Ökonomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193786,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AC5-1,Wissenschaft,Das Kapital – Kritik der politischen Oekonomie (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1894-01-01T00:00:00Z,text,deu,"Marx, Karl: Das Kapital. Buch III: Der Gesammtprocess d. Kapitalist. Produktion. Kapitel XXIX-LII. Hamburg, 1894. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Fe 4873-3,2<a> R]",CC NC,"Marx, Karl",,,,,,,,dta:736,dta
,http://hdl.handle.net/21.11120/0000-000C-5AC4-2,Ökonomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193797,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AC7-F,Gebrauchsliteratur,Manifest der Kommunistischen Partei (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1848-01-01T00:00:00Z,text,deu,"Marx, Karl; Engels, Friedrich: Manifest der Kommunistischen Partei. London, 1848.",CC SA,"Marx, Karl",,,,,,,,dta:737,dta
,http://hdl.handle.net/21.11120/0000-000C-5AC6-0,Politik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30134-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5ACE-8,Belletristik,Durchs Wilde Kurdistan (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1892-01-01T00:00:00Z,text,deu,"May, Karl: Durchs Wilde Kurdistan. Freiburg (Breisgau), [1892]. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, B VIII, 23864-2]",CC NC,"May, Karl",,,,,,,,dta:738,dta
,http://hdl.handle.net/21.11120/0000-000C-5ACD-9,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193849,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AD0-4,Wissenschaft,Vollständiger Lehrbegriff der höhern Analysis (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1818-01-01T00:00:00Z,text,deu,"Mayer, Johann Tobias: Vollständiger Lehrbegriff der höhern Analysis. Bd. 1. Göttingen, 1818. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, HA 12 Jc 7846-1]",CC NC,"Mayer, Johann Tobias",,,,,,,,dta:739,dta
,http://hdl.handle.net/21.11120/0000-000C-5ACF-7,Mathematik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193805,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-4E41-4,Wissenschaft,Die preussische Expedition nach Ost-Asien – Nach amtlichen Quellen (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1873-01-01T00:00:00Z,text,deu,"[Berg, Albert]: Die preussische Expedition nach Ost-Asien. Bd. 3. Berlin, 1873. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, 4 Un 5278-3<a>]",CC NC,"Berg, Albert",,,,,,,,dta:74,dta
,http://hdl.handle.net/21.11120/0000-000C-4E40-5,Geographie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20090519303,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AD2-2,Wissenschaft,Vollständiger Lehrbegriff der höhern Analysis (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1818-01-01T00:00:00Z,text,deu,"Mayer, Johann Tobias: Vollständiger Lehrbegriff der höhern Analysis. Bd. 2. Göttingen, 1818. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, HA 12 Jc 7846-2]",CC NC,"Mayer, Johann Tobias",,,,,,,,dta:740,dta
,http://hdl.handle.net/21.11120/0000-000C-5AD1-3,Mathematik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193812,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AD8-C,Wissenschaft,Deutsches Verwaltungsrecht (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1895-01-01T00:00:00Z,text,deu,"Mayer, Otto: Deutsches Verwaltungsrecht. Bd. 1. Leipzig, 1895. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Gl 8000-6,1/2]",CC NC,"Mayer, Otto",,,,,,,,dta:741,dta
,http://hdl.handle.net/21.11120/0000-000C-5AD7-D,Jura,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193825,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5ADA-A,Wissenschaft,Deutsches Verwaltungsrecht (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1896-01-01T00:00:00Z,text,deu,"Mayer, Otto: Deutsches Verwaltungsrecht. Bd. 2. Leipzig, 1896. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Gl 8000-6,1/2]",CC NC,"Mayer, Otto",,,,,,,,dta:742,dta
,http://hdl.handle.net/21.11120/0000-000C-5AD9-B,Jura,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193831,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5ADC-8,Gebrauchsliteratur,Kunst und Proletariat (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1896-01-01T00:00:00Z,text,deu,"Mehring, Franz: Kunst und Proletariat. Stuttgart, 1896. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Ac7440-15,1.1896/97]",CC NC,"Mehring, Franz",,,,,,,,dta:743,dta
,,Politik,,,,,,,,,,,,,,,,,
,http://hdl.handle.net/21.11120/0000-000C-5ADB-9,Zeitung,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193857,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5ADE-6,Belletristik,Maria Schweidler die Bernsteinhexe – der interessanteste aller bisher bekannten Hexenprocesse (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1843-01-01T00:00:00Z,text,deu,"Meinhold, Wilhelm: Maria Schweidler die Bernsteinhexe. Berlin, 1843. [Sammlung Wolfgang Klein, Slg. Klein]",CC NC,"Meinhold, Wilhelm",,,,,,,,dta:744,dta
,http://hdl.handle.net/21.11120/0000-000C-5ADD-7,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193866,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AE0-2,Gebrauchsliteratur,Weiberhaß und Weiberverachtung – Eine Erwiderung auf die in Dr. Otto Weiningers Buche »Geschlecht und Charakter« geäußerten Anschauungen über »Die Frau und ihre Frage« (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1904-01-01T00:00:00Z,text,deu,"Meisel-Heß, Grete: Weiberhaß und Weiberverachtung. Eine Erwiderung auf die in Dr. Otto Weiningers Buche »Geschlecht und Charakter« geäußerten Anschauungen über »Die Frau und ihre Frage«. Wien, 1904.",Project Gutenberg License,"Meisel-Heß, Grete",,,,,,,,dta:745,dta
,http://hdl.handle.net/21.11120/0000-000C-5ADF-5,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30034-2,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AE6-C,Belletristik,Die Prinzessin von Portugal (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1882-01-01T00:00:00Z,text,deu,"Meißner, Alfred: Die Prinzessin von Portugal. Breslau u. a., 1882.",public domain,"Meißner, Alfred",,,,,,,,dta:746,dta
,http://hdl.handle.net/21.11120/0000-000C-5AE5-D,Novelle,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30125-7,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AEC-6,Wissenschaft,Versuche über Pflanzen-Hybriden (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1866-01-01T00:00:00Z,text,deu,"Mendel, Gregor: Versuche über Pflanzen-Hybriden. In: Verhandlungen des Naturforschenden Vereines in Brünn 4 (1866), S. 3-47. [BBAW, BBAW, Z 981]",CC NC,"Mendel, Gregor",,,,,,,,dta:747,dta
,http://hdl.handle.net/21.11120/0000-000C-5AEB-7,Biologie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193881,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AEE-4,Gebrauchsliteratur,Ueber die Frage: was heißt aufklären? (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1784-01-01T00:00:00Z,text,deu,"Mendelssohn, Moses: Ueber die Frage: was heißt aufklären? In: Berlinische Monatsschrift, Bd. 4, 1784, S. 193–200.",public domain,"Mendelssohn, Moses",,,,,,,,dta:748,dta
,http://hdl.handle.net/21.11120/0000-000C-5AED-5,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30323-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AF0-0,Wissenschaft,Jerusalem oder über religiöse Macht und Judenthum (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1783-01-01T00:00:00Z,text,deu,"Mendelssohn, Moses: Jerusalem oder über religiöse Macht und Judenthum. Berlin, 1783. [Zentral- und Landesbibliothek Berlin, Berlin ZLB, Ub 132]",CC NC,"Mendelssohn, Moses",,,,,,,,dta:749,dta
,http://hdl.handle.net/21.11120/0000-000C-5AEF-3,Theologie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193870,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-4E43-2,Wissenschaft,Die preussische Expedition nach Ost-Asien – Nach amtlichen Quellen (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1873-01-01T00:00:00Z,text,deu,"Martens, Georg von: Die preussische Expedition nach Ost-Asien. Nach amtlichen Quellen. Vierter Band. Berlin, 1873. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, 4 Un 5278-4<a>]",CC NC,"Martens, Georg von",,,,,,,,dta:75,dta
,http://hdl.handle.net/21.11120/0000-000C-4E42-3,Geographie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20090519311,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AF2-E,Wissenschaft,Die Irrthümer des Historismus in der deutschen Nationalökonomie (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1884-01-01T00:00:00Z,text,deu,"Menger, Carl: Die Irrthümer des Historismus in der deutschen Nationalökonomie. Wien, 1884. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Fe 5298]",CC NC,"Menger, Carl",,,,,,,,dta:750,dta
,http://hdl.handle.net/21.11120/0000-000C-5AF1-F,Ökonomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193896,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AF4-C,Wissenschaft,Grundsätze der Volkswirthschaftslehre (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1871-01-01T00:00:00Z,text,deu,"Menger, Carl: Grundsätze der Volkswirthschaftslehre. Wien, 1871. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Fe 5002-1<a>]",CC NC,"Menger, Carl",,,,,,,,dta:751,dta
,http://hdl.handle.net/21.11120/0000-000C-5AF3-D,Ökonomie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193901,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AF6-A,Wissenschaft,Die deutsche Literatur (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1828-01-01T00:00:00Z,text,deu,"Menzel, Wolfgang: Die deutsche Literatur. Bd. 1. Stuttgart, 1828. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Yc 5916-1]",CC NC,"Menzel, Wolfgang",,,,,,,,dta:752,dta
,http://hdl.handle.net/21.11120/0000-000C-5AF5-B,Philologie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193916,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AF8-8,Wissenschaft,Die deutsche Literatur (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1828-01-01T00:00:00Z,text,deu,"Menzel, Wolfgang: Die deutsche Literatur. Bd. 2. Stuttgart, 1828. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Yc 5916-2]",CC NC,"Menzel, Wolfgang",,,,,,,,dta:753,dta
,http://hdl.handle.net/21.11120/0000-000C-5AF7-9,Philologie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193921,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5AFF-1,Wissenschaft,Abhandlung über die Entdeckung des thierischen Magnetismus (vollständige digitalisierte Ausgabe),DTA (DTA-Erweiterungen),1781-01-01T00:00:00Z,text,deu,"Mesmer, Franz Anton: Abhandlung über die Entdeckung des thierischen Magnetismus. Carlsruhe, 1781.",public domain,"Mesmer, Franz Anton",,,,,,,,dta:754,dta
,http://hdl.handle.net/21.11120/0000-000C-5AFE-2,Medizin,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-30331-2,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B01-D,Belletristik,Gedichte (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1882-01-01T00:00:00Z,text,deu,"Meyer, Conrad Ferdinand: Gedichte. Leipzig, 1882. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Stabi 2160]",CC NC,"Meyer, Conrad Ferdinand",,,,,,,,dta:755,dta
,http://hdl.handle.net/21.11120/0000-000C-5B00-E,Lyrik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193933,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B07-7,Belletristik,Georg Jenatsch. Eine alte Bündnergeschichte (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1876-01-01T00:00:00Z,text,deu,"Meyer, Conrad Ferdinand: Georg Jenatsch. Leipzig, 1876. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, 19 ZZ 6673]",CC NC,"Meyer, Conrad Ferdinand",,,,,,,,dta:756,dta
,http://hdl.handle.net/21.11120/0000-000C-5B06-8,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193941,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B14-8,Gebrauchsliteratur,Reiseschule für Touristen und Curgäste (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1869-01-01T00:00:00Z,text,deu,"Michelis, Arthur: Reiseschule für Touristen und Curgäste. Leipzig, 1869. [Zentral- und Landesbibliothek Berlin, Berlin ZLB, II 461]",CC NC,"Michelis, Arthur",,,,,,,,dta:757,dta
,http://hdl.handle.net/21.11120/0000-000C-5B13-9,Reiseliteratur,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193956,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B29-1,Belletristik,Siegwart – Eine Klostergeschichte (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1776-01-01T00:00:00Z,text,deu,"Miller, Johann Martin: Siegwart. Bd. 2. Leipzig, 1776. [SUB Göttingen, SUB Göttingen, 8 FAB VI, 4163 RARA]",CC NC,"Miller, Johann Martin",,,,,,,,dta:758,dta
,http://hdl.handle.net/21.11120/0000-000C-5B28-2,Prosa,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905199728,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B31-7,Belletristik,Gedichte (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1838-01-01T00:00:00Z,text,deu,"Mörike, Eduard: Gedichte. Stuttgart, 1838. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Yn 10326 R]",CC NC,"Mörike, Eduard",,,,,,,,dta:759,dta
,http://hdl.handle.net/21.11120/0000-000C-5B30-8,Lyrik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193969,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-4E45-0,Wissenschaft,Die preussische Expedition nach Ost-Asien – Nach amtlichen Quellen. Botanischer Theil. Die Tange. (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1866-01-01T00:00:00Z,text,deu,"Die preussische Expedition nach Ost-Asien. Nach amtlichen Quellen. Botanischer Teil. Hrsg. v. Albert Berg. Berlin: Decker, 1867. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, 4 Un 5278-Botan.T.<a>]",CC NC,"Berg, Albert",,,,,,,,dta:76,dta
,http://hdl.handle.net/21.11120/0000-000C-4E44-1,Geographie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20090519327,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B33-5,Belletristik,Mozart auf der Reise nach Prag – Novelle (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1856-01-01T00:00:00Z,text,deu,"Mörike, Eduard: Mozart auf der Reise nach Prag. Stuttgart u. a., 1856. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, 19 ZZ 6772]",CC NC,"Mörike, Eduard",,,,,,,,dta:760,dta
,http://hdl.handle.net/21.11120/0000-000C-5B32-6,Novelle,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193977,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B37-1,Belletristik,Maler Nolten – Novelle in zwei Theilen (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1832-01-01T00:00:00Z,text,deu,"Mörike, Eduard: Maler Nolten. Bd. 1. Stuttgart, 1832. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Yx 1608<a> R]",CC NC,"Mörike, Eduard",,,,,,,,dta:761,dta
,http://hdl.handle.net/21.11120/0000-000C-5B36-2,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905193996,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B39-F,Belletristik,Maler Nolten – Novelle in zwei Theilen (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1832-01-01T00:00:00Z,text,deu,"Mörike, Eduard: Maler Nolten. Bd. 2 Stuttgart, 1832. [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, Yx 1608<a> R]",CC NC,"Mörike, Eduard",,,,,,,,dta:762,dta
,http://hdl.handle.net/21.11120/0000-000C-5B38-0,Roman,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905199825,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B3B-D,Wissenschaft,Osnabrückische Geschichte – Allgemeine Einleitung (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1768-01-01T00:00:00Z,text,deu,"Möser, Justus: Osnabrückische Geschichte. Osnabrück, 1768. [SUB Göttingen, SUB Göttingen, 8 H HANN IV, 5683]",CC NC,"Möser, Justus",,,,,,,,dta:763,dta
,http://hdl.handle.net/21.11120/0000-000C-5B3A-E,Historiographie,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20411-3,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B3D-B,Gebrauchsliteratur,Patriotische Phantasien (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1775-01-01T00:00:00Z,text,deu,"Möser, Justus: Patriotische Phantasien. Bd. 1. Berlin, 1775. [HAB Wolfenbüttel, HAB Wolfenbüttel, M: Ac 252:1]",CC NC,"Möser, Justus",,,,,,,,dta:764,dta
,http://hdl.handle.net/21.11120/0000-000C-5B3C-C,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905197839,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B3F-9,Gebrauchsliteratur,Patriotische Phantasien (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1776-01-01T00:00:00Z,text,deu,"Möser, Justus: Patriotische Phantasien. Bd. 2. Berlin, 1776. [HAB Wolfenbüttel, HAB Wolfenbüttel, M: Ac 252:2]",CC NC,"Möser, Justus",,,,,,,,dta:765,dta
,http://hdl.handle.net/21.11120/0000-000C-5B3E-A,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20409-4,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B41-5,Gebrauchsliteratur,Patriotische Phantasien – Neue verbesserte und vermehrte Auflage (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1778-01-01T00:00:00Z,text,deu,"Möser, Justus: Patriotische Phantasien. Bd. 3. 2. Aufl. Berlin, 1778. [HAB Wolfenbüttel, HAB Wolfenbüttel, M: Ac 252:3]",CC NC,"Möser, Justus",,,,,,,,dta:766,dta
,http://hdl.handle.net/21.11120/0000-000C-5B40-6,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20408-1,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B43-3,Gebrauchsliteratur,Patriotische Phantasien (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1786-01-01T00:00:00Z,text,deu,"Möser, Justus: Patriotische Phantasien. Bd. 4. Berlin, 1786. [HAB Wolfenbüttel, HAB Wolfenbüttel, M: Ac 252:4]",CC NC,"Möser, Justus",,,,,,,,dta:767,dta
,http://hdl.handle.net/21.11120/0000-000C-5B42-4,Gesellschaft,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-20407-6,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B45-1,Wissenschaft,Encyklopädie der Staatswissenschaften (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1859-01-01T00:00:00Z,text,deu,"Mohl, Robert von: Encyklopädie der Staatswissenschaften. Tübingen, 1859. [SUB Göttingen, Göttingen SUB, Rb 1/56]",CC NC,"Mohl, Robert von",,,,,,,,dta:768,dta
,http://hdl.handle.net/21.11120/0000-000C-5B44-2,Politik,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905197203,,,,,,,,,,,,,,,,,,
2022-12-12T11:39:38Z,http://hdl.handle.net/21.11120/0000-000C-5B47-F,Wissenschaft,Beiträge zur Theorie der Holz- und Eisenkonstruktionen (vollständige digitalisierte Ausgabe),DTA (Kernkorpus),1868-01-01T00:00:00Z,text,deu,"Mohr, Christian Otto: Beiträge zur Theorie der Holz- und Eisenkonstruktionen. In: Zeitschrift des Architekten- und Ingenieurvereins zu Hannover 14 (1868), Sp. 20-52, 397-400 [Staatsbibliothek zu Berlin – Preußischer Kulturbesitz, SBB-PK, in: 4 Ny 2691-14.1868]",CC NC,"Mohr, Otto",,,,,,,,dta:769,dta
,http://hdl.handle.net/21.11120/0000-000C-5B46-0,Architektur,,,,,,,,,,,,,,,,,
,http://nbn-resolving.de/urn:nbn:de:kobv:b4-200905194001,,,,,,,,,,,,,,,,,,
